input_string,lewd,offensive,intent,group
@JefDaBest: The fact this bird ass nigga took my phone and did a light skin pose in school @Mrste617 smh lol http://t.co/Zd3vctXGXh,N,Y,Y,N
Lol shawty at sheets gave me her number haha I throw tht shit in trash outside,N,Y,Y,N
Don't fuck with girls that wear beanies,N,Y,Y,N
"""are we bitches?"" - @chellyhernandez",N,Y,Y,N
You're an ugly fat cunt whore. You need to odee,Y,Y,Y,N
Wayne crazy.... New Orleans ass nicca lol,N,Y,Y,N
RT @ShowMeATittie: LMAO bruh RT @BlazeTheGreat_: Oooooo let me find a shooting star so I could wish a bitch would http://t.co/9dqLU7dZrY,N,N,N,N
@justezzzee and your an annoying ass fuck boy he could of still meet up and fight somwhere else u can shut that bitch shit up fuck boy,N,Y,Y,N
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #CloseUp | Squirting pussy and fingered asshole http://t.co/bKYeoUwWv2",Y,Y,Y,N
fuck her rite in the pussy,Y,Y,Y,N
why did the fins sign finnegan? hes a certified bitch,N,Y,Y,N
Should I expect good pussy or good but not good for you pussy from a Tampico drinker?,Y,Y,Y,N
"One time in high school, this girl told my friend that he needed proactive. So he told her she needed weight watchers. HAHAHA bitch.",N,Y,Y,N
@twaynesback I swear I can't do shit right now but I'm down to get into something tonight if u are nig,N,N,N,N
"That's a deal breaker, yo pussy shouldn't smell like my sweaty hooping shorts",Y,Y,Y,N
RT @YouCanHaveHer: You either gay or straight don't talk to me bitch please &#9996;,N,Y,Y,N
This kid @bobbyhorai straight watched a bitch eat her own bloody tampon #fucksamattawithyou,N,Y,Y,N
U wanted to go in the military but yo bitch ass couldn't handle nobody shooting at u so shut yo mf mouth and #salute those who did,N,Y,Y,N
White trash have taken over every charity organization in the US.,N,Y,Y,N
Magic 8 ball are these hoes loyal? http://t.co/G77bWIaX7f,N,Y,Y,N
RT @thebrandymedel: Every bitch got a nigga that she gone always fuck with. No matter what. &#128152;,Y,Y,Y,N
RT @TheFakeESPN: Rutgers terminated Mike Rice's contract by repeatedly calling it a cunt while hurling balls at it until it finally kill...,N,Y,Y,N
U on the hit list to bitch kill yo self,N,Y,Y,N
"""It's never too late to tag a bitch.""- @CyFyre",N,Y,Y,N
RT @BasedPaco: The NFL is very equal this season everybody showed glimpses of being trash,N,Y,Y,N
RT @nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/Gi3xXzBbq9,N,N,N,N
Y'all all some hoes,N,Y,Y,N
RT @imGONZOE: Im hooked on money.. The pussy and weed is just a bonus!,Y,Y,Y,N
RT @madstatic414: @SauleWright @GQ_Blu Lana......it ain't nuttin' ta fuck that bitch dawg! #FROHorsemen,N,Y,Y,N
RT @inkMEhoe: Craziest bitches got the best pussy.....,Y,Y,Y,N
I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta.,N,N,N,N
RT @MelechT: Apartheid. &#8220;@No_Cut_Card: pedestrian check = show me your freedom papers you darkies.&#8221;,N,Y,Y,N
@Midnight_Snacka bitch am dumb bitch am smarter than yo fat Peter Griffin looking ass,N,Y,Y,N
EXPOSED: Jihadi kidnap and murder handbook... and plan to infiltrate British Army and police http://t.co/gkP1vG6Pnw via @wordpressdotcom,N,N,N,N
pussy so good got me running through the hood,Y,Y,Y,N
Why black girls gotta be thots? Ain't nobody bringing up the fat white hoe you fucked back in middle school. #LoveOurWomen,N,Y,Y,Y
"RT @psjohnson23: The problem with retard liberals is they think Supply &amp; Demand means ""Supply me with everything I Demand."" #VotingMatters",N,Y,Y,Y
Playing with my money is like playing with my emotions niggas don't believe I guess we going to find out then hoe ass niggas,N,Y,Y,N
"Instagram have you looking at motherfuckers like ""Who the FUCK does this bitch/nigga think she/he ISSS""??",N,Y,Y,N
"RT @DefendWallSt:...wow? RT @1SleepingGiant: Whatever! Fuck all those assholes. They're niggers, they all look alike to me.",N,Y,Y,N
Fuck Ur god until dat faggot strikes me down,N,Y,Y,N
@penisgravy  Is dem? I wants to has my weenis swingin but da twitter say day shut my colored ass down,N,Y,Y,N
@BloodOfJupiter yeah...bitch!,N,Y,Y,N
Dumb ass fake bitches childish shit!!! Talk mad shit about each other and back to BEST FRIENDS? lmao,N,Y,Y,N
@Coley_Cee bitch kill yo self,N,Y,Y,N
RT @BigStaxxBoss: I got 99 problems but a bitch ain't one.. That goes for you bitch niggas too! #RNS,N,Y,Y,N
"RT @intelwire: Twitter is suspending the shit out of IS, multiple iterations of new regional accounts opening today and suspended within ho&#8230;",N,N,N,N
@alanaaaaaa_ pussy,Y,Y,Y,N
If you jump someone you're a bitch,N,Y,Y,N
RT @TibaBurger: Sick ass goal #ned #WorldCup2014,N,Y,Y,N
&#8220;@OsmanMasabah: Spitting on people just shows you weren't raised right. In another words it's a bitch nigga trait.&#8221; @VictorSmith90,N,Y,Y,N
RT if one of your followers sell pussy but hop on Twitter like they got all the morals and class,Y,Y,Y,N
@mrfoolycooly i dont think he did the celestial dragon killed him,N,N,N,N
My mom's a fucking cunt dude.,Y,Y,Y,N
This bitch showed me IT &amp; if y'all every seen that low budget piece shit that muthafuckin clown scary then a hoe,N,Y,Y,N
"Lmfaooo nigga RT @SenorSteez: Nigga, yo lips look like a charcoal bitch pussy.",Y,Y,Y,N
@radar_online old cunt needs to die,N,Y,Y,N
Your bitch playing games? I may be the joystick,N,Y,Y,N
"RT @femaIestweets: ""nah go talk to ur bitch since she yo crush n shit"" http://t.co/S1JAGSJW6P",N,Y,Y,N
"@NoInfidel33 now kindly fuck off, like you said you were..twice! you sound like a little bitch...bitching!  FUCKIN STALKER!",N,Y,Y,N
"that is what I do! RT @Tendilkar: RT @funnyorfact: The nicer you are, the easier you're hurt. So just be a bitch..",N,Y,Y,N
@noobde @RodriguezLiam *draws perfect scorpion*  *writes name all retarded*,N,Y,Y,N
This is a long yellow for a bunch of track sweeping. Not a ton have taken opportunities to pit. #IndyCar #GoProGrandPrix,N,N,N,N
Facebook is for fags,N,Y,Y,N
What jealous hoe made this? http://t.co/95rdO7RHvq,N,Y,Y,N
&#8220;@PRAYINGFORHEAD: spongebob out here beating bitches up http://t.co/eWIHBSQEk8&#8221;@based_shinigami,N,Y,Y,N
@karlina_marie your pussy not mine &#128514; do you &#128526;,Y,Y,Y,N
Buddy slapped his rent stress out on that messy bitch. What I done told u hoes bout New York niggas &amp; they temper? #TrainVideo,N,Y,Y,Y
@MrMooncricket @FuckTheMallcops @AtBlackface @UncleUnco @BobbyBotsods @RacistNegro69 y'all is coons n uncle toms,N,Y,Y,N
RT @SenseiQuan: Hoes ain't shit RT @Now_Thats_Fresh: How superficial bitches are http://t.co/KIN2P59NjE,N,Y,Y,N
That bitch is corn fed,N,Y,Y,N
@ShareA40Ounce bad bitch with an open mouth,N,Y,Y,N
RT @TankTopshotta: A real nigga gone teach his bitch the game not run it on her &#128582;&#128130;&#128520;,N,Y,Y,N
I fucked the shit out yo bitch yesterday til she couldn't stand straight she called me earlier asking could she come and get a replay,Y,Y,Y,N
holy shit i am just getting dunked on by a cripple this is unreal,N,N,N,N
All my hoes they so rude,N,Y,Y,N
"Operation Ask Redhead Resolve, Charlie Brown. #rejectedpeanutsspecials",N,N,N,N
RT @GabrielaAngela4: That hoe wanta 6/6.,N,Y,Y,N
"Free patterns - Adorable crochet borders Butterfly, ladybug, flower bumblebee and hat edging, trim, http://t.co/FOtJbqWyEg",N,N,N,N
@iDoSexWell @MamiJuuki @Baddiies @AjukiWebster the nerve of these hoes,N,Y,Y,N
@Swanny_9 where are the birds at? Wasn't it Port where birds were all over?,N,N,N,N
RT @bjs5555: ELECT Democratic Nominee Charlie Hardy @runwithcharlie to U.S. Senate. #WY Defeat TEA Mike Enzi. #TNTweeters #CIR http://t.co&#8230;,N,N,N,N
Tommy trash,N,Y,Y,N
"RT @thaboyrich: &#128073;&#128073;RT @NYSAnimal It used to be a shame to be hoe/prostitute, with social media they call it hustling lol",N,Y,Y,N
&#8220;@Chris_cooper907: @AK_Mueller @B_Reason18 its Brandon motherfucking reason.&#8221; He's a bitch nigga,N,Y,Y,N
"@LampreyMilt @DelSchilling @BertLoch No woman deserves to be sole stomped like that. He is a bitch, and so is everyone watching doing nada.",N,Y,Y,N
@prihncess bitch,N,Y,Y,N
&#8220;@_OneBadCreation: Boyfriends that'll eat yo pussy all day long   Ur da real mvp &#128557;&#128079;&#8221; http://t.co/6dImZ71MPV,Y,Y,Y,N
Plot twist: these hoes are loyal.,N,Y,Y,Y
RT @VUULibrary: It is Shakespeare's birthday. Take a look at some Shakespearean trash talk. http://t.co/JSy3UFfaIb,N,Y,Y,N
"TLC's Chilli and her bullied son have the same moustache and seem to share clothes. Yer in the public eye! STOP CRYING, ya flaky bitch.",N,Y,Y,N
bitch don't run to the neighbor he's dead too,N,Y,Y,N
You're dismissed bitch. @ConchGunny: @00_jackie no.. i wanna play with you thumper..&#8221;,N,Y,Y,N
@GingerDemoness  Den you enjoy da nite wit a colored man. We do it again in 2 weeks. Lets me no if I needs ta bring da magnums,N,N,N,N
RT @OfficialKingDre: Lightskin bitches crying they ain't got no valentine. Bitch maybe you should've read some of them 400 unreads msgs. Yo&#8230;,N,Y,Y,N
these hos really be hatin on Draya fine ass,N,N,N,N
RT @_DJPHILIP: &#9995;&#128214;My mama told me if a bitch feet dirty her pussy dirty cause ya feet the first thing that hit the water when you bathe.,Y,Y,Y,N
"The whole afternoon has been about the ""deep voiced bitch""",N,Y,Y,N
Jihadi John beheader of journalist Foley and Sotloff Was 'Arab Charity Collector' http://t.co/RL7F2qV56F via @BreitbartNews,N,N,N,N
&#8220;@JustKarahn: &#8220;@what_iDO: Sit in there and shit dnt sing hoe @JustKarahn&#8221;. no&#8221;yess,N,Y,Y,N
Igot to level 21 so far on flappy birds smh,N,N,N,N
#That son of a bitch moment when your walking through your house in the dark and stub your little toe on the wall,N,Y,Y,N
When the ghost picks u up after u dive in the pussy http://t.co/vBD4zHJROF,Y,Y,Y,N
RT @kpips_forever: Nobody want no pussy 25 other niggas done had before,Y,Y,Y,N
Some hoes that tweet just make me mad lol,N,N,N,N
She trash tho.,N,Y,Y,N
I hope you all accidentally get a fat black bitch pregnant,N,Y,Y,N
Boney ass bitch farting out mini basketballs &#128514;,N,Y,Y,N
RT @digiflorals: I don't get why people bitch about an unfollow when you never talked to them,N,Y,Y,N
"Im a rich niggaaaaa, i need a rich bitch.",N,N,N,N
@jennahnorberg I'm always a call away if ya need me nigs,N,N,N,N
I fear no niggah I trust no bitchhh..,N,Y,Y,N
&#8220;@Livefromthe_A: These Niggaz bitches hiding behind gangs they ain't in &#128175; &#128056;&#9749;&#65039;&#8221; &#128588;&#128175;,N,Y,Y,N
I love when my friends let me use their phones to stalk the bitch that blocked me on Facebook.,N,Y,Y,N
"Niggas be impregnating the most basic of bitches.. No job, don't know how to drive a car, no money, no house... n wonder why they miserable",Y,Y,Y,Y
@kittty_jpg @nosfiend215 @SteeZeyFLOW you were the one that jumped in this conversation you smelly ass bitch... just fuck off and thats it..,N,Y,Y,N
sick and watching the Yankees game,N,N,N,N
"RT @JimNorton: And for the record, I think Dan Snyder is a cunt. The hypocrisy of the NFL is just embarrassing at this point.",N,Y,Y,N
RT @right_in_the: pussy,Y,Y,Y,N
RT @pellucidstyles: they might be called 5 seconds of summer but their songs are 3 minutes of trash,N,Y,Y,N
"Let me tell yall....I had a glass of something sweet....this bitch brought me a full glass, im thinking its the same thing and start gulping",N,Y,Y,N
Ravioli stuffed wit lobster nd a nice stuffed clam #eating betterthanamobster http://t.co/PzdoESaR,N,N,N,N
@VG3_ what pissed me off is as males WE JUDGE females pussy. How you gone judge your own get mad and deny its loose because YOU have a gap?,Y,Y,Y,Y
"RT @HlGHKEY: If ya girl texts back slow you gotta hit her with the ""so who else you texting?"" Watch That bitch get more defensive than dwig&#8230;",N,Y,Y,N
#realtalk if you a hoe an try to get serious with someone don't expect to be anything more then a piece of meat to them,N,Y,Y,N
#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG,N,N,N,N
RT @yankee7kid: Who's to blame for the Yankees underperformance this year? The Umps? Management? The Ebola Outbreak?...How 'bout the player&#8230;,N,N,N,N
Lil bitch but her ass move &#128541;&#128540;&#128540;&#128540;,N,Y,Y,N
"Tryna determine if she a bad bitch, but then twitter saves her http://t.co/WNBfuiuU04",N,Y,Y,N
sup bitches,N,Y,Y,N
You hoes are in for a pleasant surprise &#128540;&#128527;,N,Y,Y,Y
How you fucc for cash but u not a hoe???? And how I'm going to respect u if your poccets broke??????,N,Y,Y,N
That son of a bitch moment when you open the fridge and have no food,N,Y,Y,N
Just might fuck yo main bitch. Dats just how I feel &#128520; http://t.co/oodbPTGV1n,Y,Y,Y,N
@darealwalt_jr he see the jig,N,N,N,N
RT @FriendlyAssh0le: when bitches talk about their bf 24/7 http://t.co/kDEBRyK5eR,N,N,N,N
Hood niggas and bitches love emojis lmfao,N,Y,Y,N
RT @taylormrake: People beg to see women's bodies but the minute they're seen that woman is now a hoe oh okay,N,N,N,N
It's the most hillbilly thought ever. A thing is a way ONE TIME or to ONE AUDIENCE and therefore it must be that way always.,N,N,N,N
&#8220;@_Perarl: Im so happy in the morning after I shave my pussy cuteness always sets me up for a good day&#128522;&#8221;u need some dick,Y,Y,Y,N
That hoe beefing over tunchi chillllll ouutttt,N,Y,Y,N
RT @ObieOneHHH: If I was a top tier MC I would publicly announce that the point of my tour is to have sex w/the baddest bitches of each cit&#8230;,Y,Y,Y,N
"""day of judgement everybody gonna be looking at the big jumbotron watching me fuck this majjinn buu bitch""",Y,Y,Y,N
RT @NoBeeetch: Y'all we use to have to take pictures on real cameras and upload them hoes through the computer. Wow,N,Y,Y,N
"RT @marrybel_: maybe yall hoe ass niggas should start considering girls feelings shiii, think about if a nigga is doing what you're doing, &#8230;",N,Y,Y,Y
RT @NudeGameHeavy: After u finger an asian bitch http://t.co/4urQaJ180u,Y,Y,Y,N
"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",Y,Y,Y,N
"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol",N,Y,Y,N
@bigDickdoane positive thoughts nig nog &#128522;,N,N,N,N
Esp when bitches are after my leftover always hyping niggas. I made him pick another ugly nigga to put on top.,N,Y,Y,Y
@Get__Em__Craig naw hoe let me see if you got Keisha,N,Y,Y,N
RT @IAmNiaRich: Nigga screamed like a Lil bitch lol   https://t.co/b1qBnDPxdv,N,Y,Y,N
"Living with my bitches, hashtag live http://t.co/9jKAYWGeVZ",N,N,N,N
"RT @OfficialAmiyah: Cheers to you, you stupid bitch. http://t.co/xPSEgYefCb",N,Y,Y,N
"bitches ain&#8217;t shit, and they ain&#8217;t saying nothin&#8217;",N,Y,Y,N
@Teampowerstroke hoes will be hoes nothing but something guys just dispose #TruthBeTold,N,Y,Y,N
RT @PrinceTooTrippy: these hoes swear boy,N,Y,Y,Y
@bonnoxxx haha bitch ima draw a webb in bullets round yo fuggin forehead #BeamThat bitch i know where you reside,N,Y,Y,N
Delete now you bitch ass nigga RT @Quanny_Quan: If the Redskins beat us I will delete my fucking IG,N,Y,Y,N
"RT @KxRxSxB: We all know that one person that could say anything and you just look at them thinking ""you're retarded, stfu"" #stupidBitches",N,Y,Y,N
Fight me RT @rob_b1991: 0 cuz they're trash RT @Markie__Marc: How many 50-cent corn dogs did you order today?,N,Y,Y,N
Life's a bitch &amp; then you die,N,Y,Y,N
"Big bird holds press conf claims ""he does not care for the letter f""",N,N,N,N
RT @spiffytwiley: @vintage_monroe_ bitch you gorgeous,N,Y,Y,N
Break shit fuck the law....grrrr...fuck that shit...punch that bitch!,N,Y,Y,N
RT @BleekBrown Miramar had the baddest hoes shid hoes looking like they was in college + HAD,N,Y,Y,N
when a bitch say you cant dance http://t.co/GKZj7QNDIF,N,Y,Y,N
"RT @berto__9: Them trick niggas splurge on the pussy, yo You give me one day, I'll purge on that pussy yoooo",Y,Y,Y,N
RT @quirkisms: Jeter to A-Rod. From class to trash.,N,Y,Y,N
"RT @declothed: this dogs like  ""Go on, tell em I ate your bitch ass homework. they ain't never gunna believe your dumb ass"" http://t.co/wLN&#8230;",Y,Y,Y,N
Some are oval and some are pink some are blue and some are just yellow,N,N,N,N
Fat fucking funky nasty ass hoes,N,Y,Y,N
I got a missed call from your bitch &#128514;,N,Y,Y,N
you gotta understand that these bitches are childish,N,Y,Y,N
&#8220;@Deuce1990: What will the Lakers be after kobe&#8221; trash,N,Y,Y,N
&#8220;@codyaveresch: Paint brushes over Bugattis #StundentPainters bitch&#8221; paint me like one of your French girls,N,Y,Y,N
RT @___Royals: When niggas try to act hard but really be bitch made &#128514;,N,Y,Y,N
@AbstractLife two trash ass passes you know damn well you saw it too. on 2nd and 3rd down. before Santos won the game.,N,Y,Y,N
@Inkedup_Tiny ^___^ still should've walked over and said something pussy,Y,Y,Y,N
@BB16ZachRance @ArianaGrande oh&gt;&gt;&gt;&gt;&gt; so that's the bald bitch&lt;&lt;&lt;&lt;&lt;&lt;&lt;,N,Y,Y,N
Idgaf if it's 3pm in the afternoon bitch make my pancakes!,N,Y,Y,N
"@SelfCuttingGirl @AnthonyCumia I thought he would think it was cute...you know, like when you shut your clam up for 5 minutes! #dunce",N,N,N,N
"RT @RealSexNotes: Too many faithful girls are single, and too many hoes are taken.",N,N,N,N
Jay Z - Takeover &amp; U Don't Know LIVE @ Home &amp; Home Concert Yankee Stadium: http://t.co/4EuK80uLiS via @YouTube,N,N,N,N
the mom acts like a bitch doe like ok ur losing ur memory but don't be a cunt to ur daughter,N,Y,Y,N
RT @yungkatana: free wop,N,N,N,N
when bitches u hate won't stop staring at u in the halls http://t.co/OjNXhoIGdw,N,N,N,N
RT @3amado_carrillo: Rick James bitch,N,Y,Y,N
@Honeysuckle_Tav Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*,N,N,N,N
How you stay faithful in a room full of hoes? &#128549;,N,Y,Y,N
@SteveStockmanTX @toddstarnes oh I see. Part of a giant govt take over eh. Stockboy you are a joke of a representative. #dumb teabagger,N,Y,Y,N
"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",N,Y,Y,N
